,location,total_sqft,bath,price,bhk
4967,Kalena Agrahara,1425.0,2.0,70.0,3
4968,Kalena Agrahara,1325.0,2.0,76.0,2
4969,Kalena Agrahara,1450.0,2.0,85.0,3
4970,Kalena Agrahara,980.0,2.0,40.0,2
4971,Kalena Agrahara,1187.0,2.0,52.0,2
4972,Kalena Agrahara,800.0,2.0,30.0,2
4973,Kalena Agrahara,1565.0,3.0,78.0,3
4974,Kalena Agrahara,610.0,1.0,39.0,1
4975,Kalena Agrahara,1040.0,2.0,45.0,2
4976,Kalena Agrahara,1450.0,3.0,100.0,3
4977,Kalena Agrahara,1200.0,2.0,45.0,2
4978,Kalena Agrahara,1902.0,3.0,89.0,3
4979,Kalena Agrahara,800.0,2.0,40.0,2
4980,Kalena Agrahara,1222.0,2.0,48.0,2
4981,Kalena Agrahara,900.0,2.0,40.0,2
4982,Kalena Agrahara,1837.0,2.0,95.0,3
4983,Kalena Agrahara,1510.0,3.0,78.0,3
4984,Kalena Agrahara,1354.0,2.0,70.0,2
4985,Kalena Agrahara,1200.0,3.0,70.0,2
4986,Kalena Agrahara,1354.0,2.0,71.0,2
4987,Kalkere,856.0,2.0,40.0,2
4988,Kalkere,925.0,2.0,48.0,2
4989,Kalkere,925.0,2.0,51.0,2
4990,Kalkere,1147.0,2.0,54.0,2
4991,Kalkere,925.0,2.0,42.0,2
4992,Kalkere,1850.0,3.0,95.0,3
4993,Kalkere,925.0,2.0,55.0,2
4994,Kallumantapa,1050.0,2.0,50.0,2
4995,Kallumantapa,1054.0,2.0,53.0,2
4996,Kallumantapa,1255.0,2.0,65.0,2
4997,Kalyan nagar,1290.0,2.0,110.0,2
4998,Kalyan nagar,1375.0,3.0,75.0,3
4999,Kalyan nagar,820.0,2.0,39.0,2
5000,Kalyan nagar,3800.0,5.0,300.0,4
5001,Kalyan nagar,1640.0,3.0,88.0,3
5002,Kalyan nagar,1800.0,3.0,85.0,3
5003,Kalyan nagar,1080.0,2.0,73.0,2
5004,Kalyan nagar,2422.0,3.0,150.0,4
5005,Kalyan nagar,1280.0,2.0,48.0,2
5006,Kalyan nagar,1410.0,2.0,60.0,3
5007,Kalyan nagar,1198.0,2.0,65.0,2
5008,Kalyan nagar,1250.0,2.0,65.0,2
5009,Kalyan nagar,1190.0,2.0,60.0,2
5010,Kalyan nagar,1086.0,2.0,44.5,2
5011,Kalyan nagar,2285.0,4.0,165.0,3
5012,Kalyan nagar,1100.0,2.0,70.0,2
5013,Kamakshipalya,600.0,2.0,60.0,3
5014,Kamakshipalya,800.0,4.0,80.0,4
5015,Kamakshipalya,1150.0,2.0,75.0,2
5016,Kamakshipalya,1155.0,2.0,60.0,3
5017,Kamakshipalya,1800.0,9.0,180.0,9
5018,Kamakshipalya,1044.0,2.0,85.0,2
5019,Kamakshipalya,450.0,1.0,30.0,1
5020,Kamakya Layout,2750.0,6.0,200.0,6
5021,Kamala Nagar,1000.0,2.0,80.0,2
5022,Kamala Nagar,700.0,2.0,43.0,2
5023,Kamala Nagar,565.0,1.0,33.0,1
5024,Kambipura,883.0,2.0,45.0,2
5025,Kambipura,1082.0,2.0,56.0,3
5026,Kambipura,883.0,2.0,45.0,2
5027,Kambipura,1082.0,2.0,45.0,3
5028,Kambipura,883.0,2.0,39.0,2
5029,Kambipura,883.0,2.0,45.0,2
5030,Kambipura,883.0,2.0,39.0,2
5031,Kambipura,1082.0,2.0,55.0,3
5032,Kambipura,1082.0,2.0,45.0,3
5033,Kambipura,883.0,2.0,37.0,2
5034,Kambipura,883.0,2.0,44.0,2
5035,Kambipura,883.0,2.0,37.0,2
5036,Kambipura,1082.0,2.0,45.5,3
5037,Kambipura,1083.0,2.0,48.0,3
5038,Kambipura,883.0,2.0,39.0,2
5039,Kambipura,883.0,2.0,37.01,2
5040,Kambipura,883.0,2.0,39.0,2
5041,Kambipura,883.0,2.0,45.0,2
5042,Kambipura,883.0,2.0,39.0,2
5043,Kambipura,1082.0,2.0,55.0,3
5044,Kammagondahalli,1263.0,2.0,51.5,2
5045,Kammagondahalli,2700.0,7.0,110.0,6
5046,Kammagondahalli,1347.0,2.0,55.0,3
5047,Kammanahalli,1666.0,4.0,150.0,5
5048,Kammanahalli,540.0,3.0,60.0,3
5049,Kammanahalli,700.0,1.0,59.0,1
5050,Kammanahalli,600.0,2.0,50.0,3
5051,Kammanahalli,1200.0,2.0,80.0,2
5052,Kammanahalli,1200.0,1.0,81.0,2
5053,Kammanahalli,2900.0,4.0,200.0,4
5054,Kammanahalli,782.0,4.0,85.0,6
5055,Kammanahalli,1600.0,4.0,200.0,4
5056,Kammanahalli,1200.0,3.0,80.0,2
5057,Kammasandra,1595.0,3.0,65.0,3
5058,Kammasandra,810.0,2.0,24.5,2
5059,Kammasandra,657.5,1.0,18.41,1
5060,Kammasandra,674.0,2.0,29.0,2
5061,Kammasandra,912.0,2.0,39.0,3
5062,Kammasandra,1156.0,2.0,32.0,2
5063,Kammasandra,870.0,2.0,24.0,2
5064,Kammasandra,990.0,2.0,31.5,2
5065,Kammasandra,1385.0,2.0,34.63,3
5066,Kammasandra,930.0,2.0,25.0,2
5067,Kammasandra,992.0,2.0,25.79,2
5068,Kammasandra,1030.0,1.0,25.75,2
5069,Kammasandra,1365.0,2.0,34.13,3
5070,Kammasandra,1015.0,2.0,37.0,2
5071,Kammasandra,1276.0,2.0,31.9,3
5072,Kammasandra,1080.0,2.0,31.99,2
5073,Kammasandra,1415.0,2.0,60.0,2
5074,Kammasandra,1057.0,2.0,35.0,2
5075,Kammasandra,982.0,2.0,25.53,2
5076,Kammasandra,1500.0,3.0,65.0,3
5077,Kammasandra,985.0,2.0,40.5,2
5078,Kammasandra,940.0,2.0,35.0,2
5079,Kammasandra,1616.0,3.0,40.0,3
5080,Kammasandra,610.0,1.0,18.5,1
5081,Kanaka Nagar,2479.13,3.0,215.0,3
5082,Kanaka Nagar,1365.0,3.0,99.0,3
5083,Kanaka Nagar,2274.24,4.0,160.0,3
5084,Kanaka Nagar,1600.0,4.0,90.0,4
5085,Kanakapura,1419.0,3.0,75.0,3
5086,Kanakapura,711.0,1.0,36.0,1
5087,Kanakapura,711.0,1.0,38.0,1
5088,Kanakapura,929.0,2.0,46.0,2
5089,Kanakapura,551.0,1.0,30.0,1
5090,Kanakapura,1020.0,2.0,42.83,2
5091,Kanakapura,1699.0,3.0,97.0,3
5092,Kanakapura,1130.0,2.0,45.2,2
5093,Kanakapura,1476.0,3.0,75.0,3
5094,Kanakapura,1295.0,2.0,64.0,2
5095,Kanakapura,1160.0,2.0,46.39,2
5096,Kanakapura,1277.0,2.0,55.0,2
5097,Kanakapura,1151.0,2.0,59.0,2
5098,Kanakapura,945.0,2.0,47.0,2
5099,Kanakapura,1254.0,2.0,70.0,3
5100,Kanakapura,2200.0,3.0,121.0,3
5101,Kanakapura,1340.0,2.0,65.0,2
5102,Kanakapura,1560.0,2.0,62.38,3
5103,Kanakapura,1450.0,3.0,75.0,3
5104,Kanakapura,1130.0,2.0,45.2,2
5105,Kanakapura,1283.0,2.0,68.0,2
5106,Kanakapura,2130.0,4.0,120.0,4
5107,Kanakapura,1290.0,2.0,51.1,3
5108,Kanakapura,938.0,1.0,50.0,1
5109,Kanakapura,825.0,1.0,35.475,1
5110,Kanakapura,1489.0,2.0,70.0,3
5111,Kanakapura,1477.0,2.0,69.5,3
5112,Kanakpura Road,700.0,2.0,36.0,2
5113,Kanakpura Road,1665.0,3.0,88.0,3
5114,Kanakpura Road,950.0,2.0,57.0,2
5115,Kanakpura Road,2250.0,4.0,110.0,4
5116,Kanakpura Road,1017.0,2.0,51.25,2
5117,Kanakpura Road,525.0,1.0,26.0,1
5118,Kanakpura Road,1550.0,3.0,67.0,3
5119,Kanakpura Road,525.0,2.0,21.53,1
5120,Kanakpura Road,950.0,2.0,40.0,2
5121,Kanakpura Road,1550.0,3.0,64.5,3
5122,Kanakpura Road,525.0,1.0,27.25,1
5123,Kanakpura Road,1100.0,2.0,58.0,3
5124,Kanakpura Road,525.0,1.0,30.0,1
5125,Kanakpura Road,1180.0,2.0,57.0,2
5126,Kanakpura Road,1339.0,2.0,75.0,2
5127,Kanakpura Road,1100.0,3.0,58.0,3
5128,Kanakpura Road,525.0,1.0,26.0,1
5129,Kanakpura Road,1100.0,3.0,53.0,3
5130,Kanakpura Road,1843.0,3.0,95.84,3
5131,Kanakpura Road,1290.0,2.0,74.0,2
5132,Kanakpura Road,1500.0,2.0,69.0,2
5133,Kanakpura Road,1665.0,3.0,86.58,3
5134,Kanakpura Road,1558.67,2.0,65.0,3
5135,Kanakpura Road,1542.0,2.0,85.0,3
5136,Kanakpura Road,1300.0,2.0,69.0,3
5137,Kanakpura Road,900.0,2.0,46.0,2
5138,Kanakpura Road,900.0,1.0,45.0,2
5139,Kanakpura Road,1843.0,3.0,92.15,3
5140,Kanakpura Road,900.0,2.0,46.0,2
5141,Kanakpura Road,900.0,2.0,46.0,2
5142,Kanakpura Road,1495.0,2.0,90.0,2
5143,Kanakpura Road,1699.0,3.0,81.94,3
5144,Kanakpura Road,1570.0,3.0,64.5,3
5145,Kanakpura Road,1560.0,3.0,92.0,3
5146,Kanakpura Road,1135.0,2.0,58.0,2
5147,Kanakpura Road,3500.0,6.0,225.0,4
5148,Kanakpura Road,1420.0,2.0,75.0,3
5149,Kanakpura Road,900.0,2.0,41.0,2
5150,Kanakpura Road,825.0,1.0,36.29,1
5151,Kanakpura Road,983.0,2.0,50.6,2
5152,Kanakpura Road,1480.0,2.0,64.23,3
5153,Kanakpura Road,700.0,2.0,35.0,2
5154,Kanakpura Road,1660.0,3.0,75.0,3
5155,Kanakpura Road,1450.0,3.0,60.91,3
5156,Kanakpura Road,1843.0,3.0,95.84,3
5157,Kanakpura Road,1500.0,3.0,97.0,3
5158,Kanakpura Road,700.0,1.0,35.0,2
5159,Kanakpura Road,1366.0,3.0,76.85,2
5160,Kanakpura Road,1419.59,2.0,59.0,3
5161,Kanakpura Road,525.0,1.0,25.0,1
5162,Kanakpura Road,1100.0,3.0,53.0,3
5163,Kanakpura Road,2265.0,3.0,136.0,3
5164,Kanakpura Road,1252.0,2.0,56.32,2
5165,Kanakpura Road,1100.0,3.0,53.0,3
5166,Kanakpura Road,1530.0,2.0,66.4,3
5167,Kanakpura Road,1339.0,2.0,62.0,2
5168,Kanakpura Road,1470.0,2.0,61.74,2
5169,Kanakpura Road,2200.0,3.0,130.0,3
5170,Kanakpura Road,525.0,1.0,30.0,1
5171,Kanakpura Road,1090.0,2.0,54.54,2
5172,Kanakpura Road,1051.0,2.0,56.74,2
5173,Kanakpura Road,525.0,1.0,30.0,1
5174,Kanakpura Road,1339.0,2.0,58.0,2
5175,Kanakpura Road,1299.0,2.0,85.0,2
5176,Kanakpura Road,950.0,2.0,45.0,2
5177,Kanakpura Road,1570.0,3.0,64.5,3
5178,Kanakpura Road,1452.0,3.0,60.98,3
5179,Kanakpura Road,1080.0,6.0,65.0,5
5180,Kanakpura Road,1300.0,3.0,69.0,3
5181,Kanakpura Road,700.0,2.0,40.0,2
5182,Kanakpura Road,458.0,1.0,19.695,1
5183,Kanakpura Road,1700.0,3.0,88.0,3
5184,Kanakpura Road,1482.0,3.0,60.98,3
5185,Kanakpura Road,1570.0,3.0,64.5,3
5186,Kanakpura Road,2775.0,3.0,165.0,4
5187,Kanakpura Road,1900.0,3.0,99.0,3
5188,Kanakpura Road,1290.0,2.0,80.0,2
5189,Kanakpura Road,900.0,2.0,41.0,2
5190,Kanakpura Road,1100.0,3.0,52.97,3
5191,Kanakpura Road,700.0,2.0,34.98,2
5192,Kanakpura Road,1225.0,2.0,60.0,2
5193,Kanakpura Road,1868.0,3.0,113.0,3
5194,Kanakpura Road,1339.0,2.0,62.0,2
5195,Kanakpura Road,1366.0,2.0,83.0,2
5196,Kanakpura Road,700.0,2.0,40.0,2
5197,Kanakpura Road,1800.0,3.0,90.0,3
5198,Kanakpura Road,1339.0,2.0,71.5,2
5199,Kanakpura Road,1339.0,2.0,58.0,2
5200,Kanakpura Road,670.0,1.0,35.0,1
5201,Kanakpura Road,1340.0,2.0,60.0,2
5202,Kanakpura Road,1260.0,3.0,63.58,3
5203,Kanakpura Road,1155.0,2.0,55.5,2
5204,Kanakpura Road,900.0,2.0,41.0,2
5205,Kanakpura Road,700.0,2.0,34.99,2
5206,Kanakpura Road,1309.0,2.0,64.39,2
5207,Kanakpura Road,525.0,1.0,30.0,1
5208,Kanakpura Road,1843.0,3.0,82.0,3
5209,Kanakpura Road,1550.0,3.0,65.11,3
5210,Kanakpura Road,1498.0,3.0,95.0,3
5211,Kanakpura Road,525.0,2.0,27.0,1
5212,Kanakpura Road,1665.0,3.0,86.91,3
5213,Kanakpura Road,1665.0,3.0,86.58,3
5214,Kanakpura Road,712.0,1.0,38.44,1
5215,Kanakpura Road,1450.0,3.0,62.4,3
5216,Kanakpura Road,1843.0,3.0,85.0,3
5217,Kanakpura Road,1628.0,2.0,68.0,2
5218,Kanakpura Road,1507.0,2.0,95.0,3
5219,Kanakpura Road,1550.0,3.0,63.5,3
5220,Kanakpura Road,1737.0,3.0,85.0,3
5221,Kanakpura Road,700.0,2.0,35.07,2
5222,Kanakpura Road,1339.0,2.0,85.0,2
5223,Kanakpura Road,1900.0,3.0,125.0,3
5224,Kanakpura Road,525.0,1.0,27.0,1
5225,Kanakpura Road,525.0,1.0,27.5,1
5226,Kanakpura Road,1155.0,2.0,50.125,2
5227,Kanakpura Road,525.0,1.0,26.25,1
5228,Kanakpura Road,1452.0,3.0,60.98,3
5229,Kanakpura Road,525.0,1.0,26.0,1
5230,Kanakpura Road,1050.0,2.0,59.0,3
5231,Kanakpura Road,1600.0,3.0,90.0,3
5232,Kanakpura Road,525.0,2.0,29.25,1
5233,Kanakpura Road,1283.0,2.0,63.22,2
5234,Kanakpura Road,800.0,2.0,41.145,2
5235,Kanakpura Road,1100.0,3.0,53.0,3
5236,Kanakpura Road,1843.0,3.0,88.0,3
5237,Kanakpura Road,1100.0,3.0,56.57,3
5238,Kanakpura Road,700.0,2.0,35.0,2
5239,Kanakpura Road,1550.0,3.0,65.1,3
5240,Kanakpura Road,1843.0,3.0,96.2,3
5241,Kanakpura Road,1550.0,3.0,64.7,3
5242,Kanakpura Road,1500.0,3.0,72.99,3
5243,Kanakpura Road,1450.0,2.0,62.93,3
5244,Kanakpura Road,1240.0,2.0,65.0,2
5245,Kanakpura Road,1420.0,3.0,68.0,3
5246,Kanakpura Road,1498.0,3.0,74.9,3
5247,Kanakpura Road,1300.0,2.0,55.0,3
5248,Kanakpura Road,700.0,2.0,41.0,2
5249,Kanakpura Road,700.0,2.0,35.0,2
5250,Kanakpura Road,1570.0,3.0,65.93,3
5251,Kanakpura Road,1450.0,3.0,65.0,3
5252,Kanakpura Road,700.0,1.0,41.0,2
5253,Kanakpura Road,1135.0,2.0,56.74,2
5254,Kanakpura Road,1100.0,3.0,58.0,3
5255,Kanakpura Road,1140.0,2.0,65.0,2
5256,Kanakpura Road,1452.0,3.0,60.0,3
5257,Kanakpura Road,700.0,2.0,40.0,2
5258,Kanakpura Road,1100.0,2.0,52.97,3
5259,Kanakpura Road,1450.0,2.0,70.18,3
5260,Kanakpura Road,525.0,1.0,26.01,1
5261,Kanakpura Road,1843.0,3.0,85.0,3
5262,Kanakpura Road,1938.0,3.0,92.69,3
5263,Kanakpura Road,1530.0,2.0,70.99,3
5264,Kanakpura Road,1322.0,2.0,70.0,2
5265,Kanakpura Road,1698.0,2.0,105.0,2
5266,Kanakpura Road,1300.0,3.0,69.0,3
5267,Kanakpura Road,1300.0,3.0,69.0,3
5268,Kanakpura Road,700.0,2.0,34.0,2
5269,Kanakpura Road,1167.0,2.0,63.0,2
5270,Kanakpura Road,1419.59,2.0,65.0,3
5271,Kanakpura Road,1665.0,3.0,78.0,3
5272,Kanakpura Road,1339.0,2.0,63.0,2
5273,Kanakpura Road,1300.0,3.0,69.0,3
5274,Kanakpura Road,1450.0,3.0,60.9,3
5275,Kanakpura Road,900.0,2.0,41.0,2
5276,Kanakpura Road,1300.0,3.0,64.0,3
5277,Kanakpura Road,1120.0,2.0,51.0,2
5278,Kanakpura Road,1430.0,2.0,78.0,2
5279,Kanakpura Road,700.0,2.0,36.0,2
5280,Kanakpura Road,1401.0,3.0,69.0,3
5281,Kanakpura Road,1220.0,2.0,60.0,2
5282,Kanakpura Road,525.0,2.0,27.0,1
5283,Kanakpura Road,1100.0,3.0,53.0,3
5284,Kanakpura Road,1100.0,3.0,58.0,3
5285,Kanakpura Road,1452.0,3.0,60.98,3
5286,Kanakpura Road,1700.0,3.0,75.0,3
5287,Kanakpura Road,900.0,2.0,41.0,2
5288,Kanakpura Road,1100.0,3.0,53.0,3
5289,Kanakpura Road,1300.0,2.0,69.0,3
5290,Kanakpura Road,2000.0,3.0,105.0,3
5291,Kanakpura Road,1200.0,2.0,62.0,2
5292,Kanakpura Road,900.0,2.0,41.0,2
5293,Kanakpura Road,1843.0,3.0,95.0,3
5294,Kanakpura Road,1100.0,2.0,53.0,3
5295,Kanakpura Road,1843.0,3.0,90.0,3
5296,Kanakpura Road,900.0,2.0,46.29,2
5297,Kanakpura Road,850.0,1.0,37.32,1
5298,Kanakpura Road,1570.0,3.0,68.0,3
5299,Kanakpura Road,525.0,1.0,30.0,1
5300,Kanakpura Road,1938.0,3.0,105.0,3
5301,Kanakpura Road,1843.0,3.0,96.2,3
5302,Kanakpura Road,525.0,1.0,26.0,1
5303,Kanakpura Road,1610.0,3.0,78.5,3
5304,Kanakpura Road,1250.0,3.0,62.6,3
5305,Kanakpura Road,1450.0,3.0,60.91,3
5306,Kanakpura Road,700.0,2.0,36.0,2
5307,Kanakpura Road,1622.0,3.0,95.0,3
5308,Kanakpura Road,900.0,2.0,42.0,2
5309,Kanakpura Road,1665.0,3.0,74.9,3
5310,Kanakpura Road,1450.0,3.0,60.9,3
5311,Kanakpura Road,1339.0,2.0,67.0,2
5312,Kannamangala,957.0,2.0,58.0,2
5313,Kannamangala,957.0,2.0,56.0,2
5314,Kannamangala,3000.0,4.0,200.0,4
5315,Kannamangala,1536.0,3.0,89.0,3
5316,Kannamangala,2400.0,4.0,130.0,4
5317,Kannamangala,1574.0,3.0,93.34,3
5318,Kannamangala,957.0,2.0,52.5,2
5319,Kannamangala,1536.0,3.0,104.0,3
5320,Kannamangala,957.0,2.0,54.5,2
5321,Kannamangala,2422.0,4.0,135.0,4
5322,Kannamangala,957.0,2.0,55.0,2
5323,Kannamangala,957.0,2.0,56.0,2
5324,Karuna Nagar,2500.0,3.0,180.0,3
5325,Karuna Nagar,2500.0,3.0,190.0,3
5326,Karuna Nagar,1962.0,3.0,175.0,3
5327,Karuna Nagar,1057.0,2.0,65.0,2
5328,Karuna Nagar,1354.0,2.0,98.0,3
5329,Karuna Nagar,1945.0,3.0,115.0,3
5330,Karuna Nagar,1960.0,3.0,165.0,3
5331,Kasavanhalli,1060.0,2.0,58.06,2
5332,Kasavanhalli,1563.05,3.0,105.0,3
5333,Kasavanhalli,1717.0,3.0,99.0,3
5334,Kasavanhalli,1799.0,3.0,90.0,3
5335,Kasavanhalli,3260.0,4.0,240.0,4
5336,Kasavanhalli,1349.0,2.0,78.0,2
5337,Kasavanhalli,1121.0,2.0,78.0,2
5338,Kasavanhalli,1100.0,2.0,50.0,2
5339,Kasavanhalli,1980.0,3.0,88.0,3
5340,Kasavanhalli,1200.0,2.0,78.0,2
5341,Kasavanhalli,1646.0,3.0,79.5,3
5342,Kasavanhalli,1555.0,3.0,82.5,3
5343,Kasavanhalli,1476.0,3.0,89.0,3
5344,Kasavanhalli,1493.0,3.0,82.0,3
5345,Kasavanhalli,1200.0,2.0,50.0,2
5346,Kasavanhalli,1719.0,3.0,116.0,3
5347,Kasavanhalli,1115.0,2.0,50.0,2
5348,Kasavanhalli,1125.0,2.0,61.2,2
5349,Kasavanhalli,2170.0,3.0,151.0,3
5350,Kasavanhalli,1915.0,3.0,80.0,3
5351,Kasavanhalli,1450.0,3.0,77.41,3
5352,Kasavanhalli,1476.0,3.0,95.0,3
5353,Kasavanhalli,1200.0,2.0,50.3,2
5354,Kasavanhalli,2100.0,3.0,110.0,3
5355,Kasavanhalli,1787.0,3.0,123.0,3
5356,Kasavanhalli,1090.0,2.0,59.8,2
5357,Kasavanhalli,1691.0,3.0,104.0,3
5358,Kasavanhalli,4260.0,4.0,272.0,4
5359,Kasavanhalli,2111.0,4.0,120.0,3
5360,Kasavanhalli,1545.0,3.0,69.0,3
5361,Kasavanhalli,950.0,2.0,39.0,2
5362,Kasavanhalli,1863.0,3.0,105.0,4
5363,Kasavanhalli,1667.0,3.0,92.0,3
5364,Kasavanhalli,1494.0,3.0,82.0,3
5365,Kasavanhalli,1555.0,3.0,82.0,3
5366,Kasavanhalli,770.0,1.0,43.82,1
5367,Kasavanhalli,1147.0,2.0,60.0,2
5368,Kasavanhalli,1375.0,2.0,72.0,2
5369,Kasavanhalli,1380.0,2.0,55.0,3
5370,Kasavanhalli,1200.0,2.0,60.0,2
5371,Kasavanhalli,4260.0,4.0,333.0,4
5372,Kasavanhalli,1495.0,2.0,83.0,2
5373,Kasavanhalli,5000.0,2.0,400.0,2
5374,Kasavanhalli,4000.0,4.0,325.0,4
5375,Kasavanhalli,1225.0,2.0,69.0,3
5376,Kasavanhalli,1917.0,3.0,132.0,3
5377,Kasavanhalli,1375.0,2.0,78.0,2
5378,Kasavanhalli,4408.0,4.0,344.0,4
5379,Kasavanhalli,1309.0,2.0,95.0,2
5380,Kasavanhalli,1476.0,3.0,105.0,3
5381,Kasavanhalli,1158.0,2.0,67.0,2
5382,Kasavanhalli,1214.0,2.0,67.0,2
5383,Kasavanhalli,2110.0,4.0,120.0,3
5384,Kasavanhalli,1495.0,2.0,110.0,2
5385,Kasavanhalli,1575.0,2.0,85.0,2
5386,Kasavanhalli,1069.0,2.0,55.0,2
5387,Kasavanhalli,1100.0,2.0,68.0,2
5388,Kasavanhalli,1715.0,3.0,112.0,3
5389,Kasavanhalli,1100.0,2.0,65.0,2
5390,Kasavanhalli,1230.0,2.0,66.25,2
5391,Kasavanhalli,1819.0,3.0,150.0,3
5392,Kasavanhalli,1719.0,3.0,71.0,3
5393,Kasavanhalli,1600.0,3.0,79.0,3
5394,Kasavanhalli,1585.0,2.0,90.0,2
5395,Kasavanhalli,1245.0,2.0,80.0,2
5396,Kasavanhalli,2035.0,3.0,142.0,3
5397,Kasavanhalli,1747.0,3.0,110.0,3
5398,Kasavanhalli,1377.0,2.0,80.0,2
5399,Kasavanhalli,1181.0,2.0,61.0,2
5400,Kasavanhalli,1121.0,2.0,75.0,2
5401,Kashi Nagar,1200.0,2.0,50.0,2
5402,Kasturi Nagar,1925.0,3.0,125.0,3
5403,Kasturi Nagar,1567.0,2.0,92.0,2
5404,Kasturi Nagar,1570.0,3.0,80.0,3
5405,Kasturi Nagar,1565.0,3.0,88.5,3
5406,Kasturi Nagar,1080.0,2.0,80.0,2
5407,Kasturi Nagar,1101.0,2.0,65.0,2
5408,Kasturi Nagar,1500.0,2.0,80.0,3
5409,Kasturi Nagar,1896.0,3.0,125.0,4
5410,Kasturi Nagar,1100.0,2.0,58.0,2
5411,Kasturi Nagar,1570.0,3.0,110.0,3
5412,Kasturi Nagar,1000.0,2.0,58.0,2
5413,Kasturi Nagar,1101.0,2.0,66.0,2
5414,Kasturi Nagar,2507.0,4.0,155.0,4
5415,Kathreguppe,3200.0,4.0,1200.0,4
5416,Kathreguppe,1200.0,8.0,250.0,8
5417,Kathriguppe,1400.0,2.0,77.0,3
5418,Kathriguppe,1250.0,2.0,68.75,3
5419,Kathriguppe,1245.0,2.0,68.48,3
5420,Kathriguppe,1350.0,2.0,87.01,3
5421,Kathriguppe,1350.0,2.0,80.99,3
5422,Kathriguppe,1365.0,2.0,75.08,3
5423,Kathriguppe,1300.0,3.0,77.99,3
5424,Kathriguppe,1350.0,2.0,80.99,3
5425,Kathriguppe,1390.0,2.0,76.45,3
5426,Kathriguppe,1350.0,3.0,78.3,3
5427,Kathriguppe,1250.0,2.0,68.75,3
5428,Kathriguppe,1300.0,3.0,77.99,3
5429,Kathriguppe,1335.0,2.0,73.43,3
5430,Kathriguppe,1300.0,3.0,77.99,3
5431,Kathriguppe,1300.0,3.0,77.99,3
5432,Kathriguppe,1335.0,2.0,73.43,3
5433,Kathriguppe,1350.0,3.0,80.99,3
5434,Kathriguppe,1250.0,2.0,68.75,2
5435,Kathriguppe,1350.0,3.0,80.99,3
5436,Kattigenahalli,4100.0,7.0,140.0,7
5437,Kattigenahalli,2100.0,4.0,155.0,4
5438,Kattigenahalli,2800.0,7.0,125.0,7
5439,Kattigenahalli,1062.0,2.0,47.0,2
5440,Kattigenahalli,1200.0,1.0,70.0,2
5441,Kaval Byrasandra,460.0,1.0,22.0,2
5442,Kaval Byrasandra,1200.0,2.0,52.0,2
5443,Kaval Byrasandra,1020.0,2.0,52.0,2
5444,Kaval Byrasandra,1200.0,2.0,49.5,2
5445,Kaval Byrasandra,945.0,2.0,50.0,2
5446,Kaval Byrasandra,1060.0,2.0,45.0,2
5447,Kaval Byrasandra,1100.0,2.0,46.0,2
5448,Kaval Byrasandra,1185.0,2.0,49.0,2
5449,Kaval Byrasandra,997.0,2.0,53.0,2
5450,Kaval Byrasandra,1060.0,2.0,42.0,2
5451,Kaval Byrasandra,480.0,1.0,25.0,1
5452,Kaval Byrasandra,1125.0,2.0,41.5,2
5453,Kaval Byrasandra,1180.0,2.0,60.0,2
5454,Kaval Byrasandra,1450.0,3.0,75.0,3
5455,Kaval Byrasandra,1066.0,2.0,55.0,2
5456,Kaval Byrasandra,1025.0,2.0,60.0,2
5457,Kaval Byrasandra,1900.0,2.0,65.0,3
5458,Kaval Byrasandra,2700.0,3.0,200.0,3
5459,Kaval Byrasandra,1400.0,3.0,75.0,3
5460,Kaverappa Layout,1269.72,2.0,68.0,2
5461,Kaverappa Layout,1265.0,2.0,70.0,2
5462,Kaverappa Layout,1012.0,2.0,59.0,2
5463,Kaverappa Layout,1250.0,2.0,68.0,2
5464,Kaverappa Layout,1540.0,3.0,85.0,3
5465,Kaverappa Layout,1220.0,2.0,65.0,2
5466,Kaverappa Layout,3535.0,4.0,215.0,4
5467,Kaveri Nagar,1900.0,3.0,155.0,3
5468,Kavika Layout,1800.0,6.0,101.0,6
5469,Kavika Layout,1799.0,6.0,101.0,6
5470,Kempapura,4200.0,5.0,225.0,5
5471,Kenchenahalli,1015.0,2.0,58.0,2
5472,Kenchenahalli,715.0,1.0,45.0,1
5473,Kenchenahalli,1150.0,2.0,58.0,2
5474,Kenchenahalli,1280.0,2.0,69.0,3
5475,Kenchenahalli,1410.0,2.0,73.0,3
5476,Kenchenahalli,870.0,1.0,45.0,2
5477,Kenchenahalli,1150.0,2.0,60.0,2
5478,Kenchenahalli,700.0,1.0,35.0,1
5479,Kenchenahalli,1165.0,2.0,45.0,2
5480,Kenchenahalli,1060.0,2.0,52.0,2
5481,Kenchenahalli,1150.0,2.0,57.0,2
5482,Kenchenahalli,1720.0,3.0,100.0,3
5483,Kenchenahalli,1015.0,2.0,60.0,2
5484,Kenchenhalli,1350.0,4.0,90.0,4
5485,Kengeri,1540.0,2.0,64.0,3
5486,Kengeri,750.0,2.0,38.0,2
5487,Kengeri,1160.0,2.0,40.61,2
5488,Kengeri,340.0,1.0,10.0,1
5489,Kengeri,1197.0,2.0,50.0,2
5490,Kengeri,8000.0,5.0,500.0,5
5491,Kengeri,1200.0,2.0,58.0,2
5492,Kengeri,1188.0,2.0,38.0,3
5493,Kengeri,726.0,2.0,31.0,2
5494,Kengeri,1250.0,3.0,48.0,3
5495,Kengeri,1025.0,2.0,57.0,2
